page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,group_name,date_r
Votăm PAS. Susținem Maia Sandu!,NA,1639603802873029,none,NA,NA,NA,NA,NA,2020-12-14T12:07:59Z,2020-12-14,12:07:59,Photo,49461,982,28,47868,9,4,0,538,0,32,NA,-,0,0,0,N/A,https://www.facebook.com/groups/1639603802873029/permalink/1721567854676623,"VĂ ROG CU LACRIMI ÎN OCHI SĂ ÎL SALVĂM PE ANDREI ESTE TATĂL A DOI COPII MINORI DĂ UN SHARE DUREAZĂ DOAR DOUĂ SECUNDE ȘI E GRATUIT DONEAZĂ PENTRU ANDREI: https://bit.ly/36uF2Di Ajută-l pe Andrei să se opereze. Noi suntem deja la Istambul, am facut toate invistigatiile necesare si avem nevoie de suma de 26000 de dolari pentru a face interventia chirurgicala. din pacate chimia si radioterapia nu ne ajută ,unica scapare la viață e sa facem o interventie chirurgicala. Donații se pot face: Denumire entitate: Asociatia “SALVEAZA O INIMA” Cod de inregistrare fiscala: 31015982 Cont (IBAN) bancar: Cont RON: RO 05 BTRL 0070 1205 W828 70 XX Cont Euro: RO 28 BTRL EUR CRT 00 W828 7001 CONT USD: RO 68 BTRL USD CRT 00 W828 7001 COD SWIFT: BTRLRO22 COD BIC: BTRL Banca Transilvania Botosani Vă rugăm să specificați pentru transfer bancar numele de familie -Caracu",https://www.facebook.com/photo.php?fbid=427971831721278&set=gm.1721567854676623&type=3,NA,NA,Photos from Tatiana Caracu's post,NA,NA,NA,NA,343.48,NA,2020-12-15T00:00:00Z
Glenn Beck,GlennBeck,100044199921205,PERSON,US,Have Joy. Speak Truth. glennbeck.com,2008-11-23T22:50:38Z,3165887,3447097,2020-08-16T15:10:35Z,2020-08-16,15:10:35,Native Video,49412,9387,3005,26610,202,3883,80,645,5554,46,crosspost,No,521813,855822,975967,00:14:21,https://www.facebook.com/36400348187/posts/10158593432013188,"An anonymous California teacher says she was shocked when her mandated training included material based off Marxist ""critical race theory,"" which argues that data, facts, and the scientific method are exemplary of ""whiteness."" She says teachers were taught during the training session that racism is inherent in all white people, owning property is a form of ""whiteness,"" and that white people only help black people if it's self-serving. The teacher, who had her voice disguised in fear of retaliation, says she and a small minority of colleagues are terrified to publicly speak out against the indoctrination that's occurring inside schools at dangerous levels.",https://www.facebook.com/GlennBeck/videos/3345983715481245/,NA,NA,Teacher speaks out | Five OUTRAGEOUS 'Critical Race Theory' lessons unions want to teach your kids,NA,NA,NA,NA,11.48,NA,2020-08-17T00:00:00Z
The Other 98%,TheOther98,100064860241186,NON_PROFIT,US,Keeping the Class War classy!,2010-04-03T18:51:40Z,6673348,6608277,2021-09-20T23:00:24Z,2021-09-20,23:00:24,Photo,49117,33008,2279,4596,8047,56,940,18,32,141,NA,-,0,0,0,N/A,https://www.facebook.com/114517875225866/posts/7063784756965775,NA,https://www.facebook.com/114517875225866/photos/a.115969958413991/7063783026965948/?type=3,NA,Thank you to all the right wing nut jobs who talked about critical race theory ALL summer. My students could not wait for me to explain it to them & talk about structural racism. The topic of CRT never came up in class until this year. Gen z is going to vote you all out GOP @saribethrose,NA,NA,NA,NA,NA,1.65,NA,2021-09-21T00:00:00Z
NA,TheOther98,100064860241186,NON_PROFIT,US,Keeping the Class War classy!,2010-04-03T18:51:40Z,6673348,6608277,2021-09-20T23:00:24Z,2021-09-20,23:00:24,Photo,49117,33008,2279,4596,8047,56,940,18,32,141,NA,-,0,0,0,N/A,https://www.facebook.com/114517875225866/posts/7063784756965775,NA,https://www.facebook.com/114517875225866/photos/a.115969958413991/7063783026965948/?type=3,NA,Thank you to all the right wing nut jobs who talked about critical race theory ALL summer. My students could not wait for me to explain it to them & talk about structural racism. The topic of CRT never came up in class until this year. Gen z is going to vote you all out GOP @saribethrose,NA,NA,NA,NA,NA,1.65,The Other 98%,2021-09-21T00:00:00Z
NA,Maher,62507427296,COMEDIAN,US,"He does ask. He does tell. Watch full episodes on HBO GO: http://itsh.bo/HtQCLf
http://www.billmaher.com
http://www.twitter.com/billmaher
http://www.hbo.com/billmaher",2009-02-04T21:14:32Z,3873691,4110226,2021-08-09T14:31:55Z,2021-08-09,14:31:55,Native Video,49075,22714,13171,7295,1963,577,2567,205,417,166,owned,Yes,1412877,1445449,0,00:09:16,https://www.facebook.com/62507427296/posts/10158578921517297,What do you think critical race theory is?,https://www.facebook.com/Maher/videos/1184057255405339/,NA,NA,Critical Race Theory Debate,NA,NA,NA,NA,5.65,Bill Maher,2021-08-10T00:00:00Z
NA,SenatorTedCruz,100044423499786,PERSON,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX).,2013-01-04T19:26:11Z,1362720,1750484,2021-06-24T19:25:34Z,2021-06-24,19:25:34,Status,48838,34186,3022,6482,4212,88,371,100,284,93,NA,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/4021581174620819,"The federal government has no right to force a political agenda onto Americans, especially one that aims to tear down our institutions and divide us based on race. Critical Race Theory originated out of the critical race studies movement. It is a Marxist ideology that sees the world as a battle, not between the classes - as classical Marxism does - but between the races. This is inherently bigoted. On President Biden's first day in office, he rescinded the Trump administration's commonsense executive order ensuring no government funding goes to anti-American or racist and sexist training, like CRT, in the workplace. President Biden's decision was unsurprising but shows the Democratic Party will stop at nothing to indoctrinate Americans. I am proud to introduce this bill to block federal funding for CRT and ensure the U.S. government doesn't contribute to this radical ideology.",NA,NA,NA,NA,NA,NA,NA,NA,1.97,Senator Ted Cruz,2021-06-25T00:00:00Z
Senator Ted Cruz,SenatorTedCruz,100044423499786,PERSON,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX).,2013-01-04T19:26:11Z,1362720,1750484,2021-06-24T19:25:34Z,2021-06-24,19:25:34,Status,48838,34186,3022,6482,4212,88,371,100,284,93,NA,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/4021581174620819,"The federal government has no right to force a political agenda onto Americans, especially one that aims to tear down our institutions and divide us based on race. Critical Race Theory originated out of the critical race studies movement. It is a Marxist ideology that sees the world as a battle, not between the classes - as classical Marxism does - but between the races. This is inherently bigoted. On President Biden's first day in office, he rescinded the Trump administration's commonsense executive order ensuring no government funding goes to anti-American or racist and sexist training, like CRT, in the workplace. President Biden's decision was unsurprising but shows the Democratic Party will stop at nothing to indoctrinate Americans. I am proud to introduce this bill to block federal funding for CRT and ensure the U.S. government doesn't contribute to this radical ideology.",NA,NA,NA,NA,NA,NA,NA,NA,1.97,NA,2021-06-25T00:00:00Z
Dan Bongino,dan.bongino,100044252088762,PERSON,US,Former Secret Service Agent. New York Times bestselling author.  Podcast here: http://bit.ly/bpodcas,2011-05-27T17:38:52Z,2158611,4582014,2021-06-30T14:15:34Z,2021-06-30,14:15:34,Link,48434,12654,6697,3358,283,933,20326,265,3888,30,NA,-,0,0,0,N/A,https://www.facebook.com/101043269988443/posts/4411500272276033,"Folks, I'm telling you... you're making them lose their minds.",https://rumble.com/vj952f-liberal-teacher-goes-on-unhinged-rant-claims-republicans-dont-want-history-.html?mref=22lbp&mc=56yab,NA,NA,Liberal Teacher Goes on Unhinged Rant Because She Can't Teach CRT,This is who is teaching your kids.,NA,NA,NA,4.55,NA,2021-07-01T00:00:00Z
NA,melakaexplorer,2291261950966870,NEWS_SITE,MY,"Info Melaka/Luar Melaka , MKN dan KKM.
Iklan , Soft/Grand Opening Invitation ,Event Posting ,Contest atau SponsorShip. 
(Kerjasama dengan Melaka Foodie)
Boleh Inbox Page Atau Whatsapp
Wasap.my/60142686946 (Marketing/Whatapp Sahaja)",2019-06-29T03:05:19Z,71833,84865,2021-05-17T01:56:24Z,2021-05-17,01:56:24,Native Video,48370,36652,2486,5088,3058,79,14,252,8,733,owned,Yes,1005255,1275807,0,00:04:06,https://www.facebook.com/2291261950966870/posts/4036384489787932,Terbaik Orang Melaka Tolong Menolong tak kira Bangsa dan Agama ♥️😍🤲. Terima Kasih Kepada semua yang membantu. Salute . Crt Loo Loo Yeen Leong.,https://www.facebook.com/melakaexplorer/videos/477951936788002/,NA,NA,NA,NA,NA,NA,NA,52.29,MelakaExplorer,2021-05-17T00:00:00Z
Occupy Democrats,OccupyDemocrats,100066647494924,POLITICAL_ORGANIZATION,US,"Occupy Democrats, a merger of the goals and interests of Occupy with those of the Democratic Party,",2012-09-21T19:59:29Z,8806581,10114249,2021-09-28T01:26:57Z,2021-09-28,01:26:57,Photo,48187,38244,987,3412,5177,52,109,6,27,173,NA,-,0,0,0,N/A,https://www.facebook.com/346937065399354/posts/5584188091674199,This is HUGE!,https://www.facebook.com/346937065399354/photos/a.517901514969574/5584187998340875/?type=3,NA,"BREAKING NEWS: 8 a Judge strikes down Arizona Republicans' ban on public school mask mandates, attacks on voting rights, and a ban on teaching critical race theory. This is a HUGE loss for Governor Ducey and a BIG win for Democrats and science. LIKE TO THANK THE JUDGE FOR HIS CRUCIAL RULING! OCCUPY DEMOCRATS",NA,NA,NA,NA,NA,1.26,NA,2021-09-28T00:00:00Z
NA,FreedomWorks,100064908510765,NON_PROFIT,US,Government Fails. Freedom Works.,2007-11-08T16:14:13Z,4975533,4464912,2021-07-10T16:49:36Z,2021-07-10,16:49:36,Photo,48018,34822,1208,8726,3035,15,49,6,16,141,NA,-,0,0,0,N/A,https://www.facebook.com/5633824547/posts/10159619362814548,🛑 CRT➡️ https://bit.ly/3gU5KKp:=:https://fwact.org/EaIh4Os,https://www.facebook.com/FreedomWorks/photos/a.10155604639464548/10159619362724548/?type=3,NA,FreedomWorks WE MUST WIN THE DISCUSSION AND TAKE BACK OUR CLASSROOMS FROM LIBERALS PUSHING THEIR DANGEROUS IDEOLOGIES. AMERICA IS NOT A RACIST COUNTRY! -REP. BYRON DONALDS,NA,NA,NA,NA,NA,2.22,FreedomWorks,2021-07-11T00:00:00Z
Larry Elder,TakeBackThisCountry,100044538125175,PERSON,US,"The Sage from South Central. Join me, because we've got a state and a country to save. https://www.e",2010-11-25T16:52:47Z,319294,390689,2020-09-06T08:36:46Z,2020-09-06,08:36:46,Photo,47985,29570,954,13332,3792,43,83,31,12,168,NA,-,0,0,0,N/A,https://www.facebook.com/113676922032321/posts/3231117096954939,‪Trump Tells Agencies To End Trainings On 'White Privilege' And 'Critical Race Theory' ‬ https://www.npr.org/2020/09/05/910053496/trump-tells-agencies-to-end-trainings-on-white-privilege-and-critical-race-theor ‪#wevegotacountrytosave ‬,https://www.facebook.com/TakeBackThisCountry/photos/a.1032125603520777/3231115680288414/?type=3,NA,NA,NA,NA,NA,NA,NA,10.48,NA,2020-09-06T00:00:00Z
NA,michaelknowlesshow,100044546974605,NEWS_PERSONALITY,US,"""a dapper, lib-triggering troll"" —Vanity Fair",2013-01-29T23:15:20Z,987397,1133408,2021-07-10T21:05:08Z,2021-07-10,21:05:08,Link,47930,38583,704,3074,5441,18,6,1,4,99,NA,-,0,0,0,N/A,https://www.facebook.com/100044546974605/posts/364519328376297,👏👏👏,https://www.dailywire.com/news/arizona-governor-signs-bill-prohibiting-critical-race-theory-training-in-local-government?utm_source=facebook&utm_medium=social&utm_campaign=mjk,NA,NA,Arizona Governor Signs Bill Prohibiting Critical Race Theory Training In Local Government | The Daily Wire,"— News and Commentary —Arizona Governor Signs Bill Prohibiting Critical Race Theory Training In Local GovernmentBy Charlotte Pence Bond•Jul 9, 2021 DailyWire.com•FacebookTwitterMailRalph Freso/Getty Images Republican Governor of Arizona Doug Ducey took further action to combat the teaching ...",NA,NA,NA,73.4,Michael Knowles,2021-07-11T00:00:00Z
NA,realCharlieKirk,100044197895731,PERSON,US,Founder & President of Turning Point USA. Proud capitalist. Best Selling Author. Eagle Scout.,2017-08-23T02:20:02Z,941810,2069459,2021-07-08T18:00:05Z,2021-07-08,18:00:05,Native Video,47824,24931,1881,14447,6110,108,110,21,51,165,owned,Yes,322054,399871,0,00:06:19,https://www.facebook.com/112735922758892/posts/846793276019816,Wow! Mark Robinson Goes Off on CRT Lies! Keep your eyes on this guy. I have a good feeling about him! Subscribe to The Charlie Kirk Show: http://apple.co/2VCxGsh:=:https://podcasts.apple.com/us/podcast/the-charlie-kirk-show/id1460600818,https://www.facebook.com/realCharlieKirk/videos/1197446837395271/,NA,NA,Wow! Mark Robinson Goes Off on CRT Lies!,NA,NA,NA,NA,6.1,Charlie Kirk,2021-07-09T00:00:00Z
NA,RBReich,100044503686647,PERSON,US,"Professor, former Secretary of Labor, Co-founder, Inequality Media. Newsletter: robertreich.substack",2010-07-13T17:31:02Z,2584314,3198506,2021-05-27T16:17:02Z,2021-05-27,16:17:02,Status,47616,21838,4339,9931,839,483,99,983,8923,181,NA,-,0,0,0,N/A,https://www.facebook.com/142474049098533/posts/4366629436682952,"Friends, The so-called “party of free speech” is now going after academic freedom. A host of Republican-controlled states have passed or are gearing up to pass bills that ban teaching the role race has played in the history of American politics, policy, and law. Conservatives lob the term “critical race theory” against the nation’s tragic racial history they don’t want students to know, calling it “indoctrination” or “brainwashing.” As an educator, I can tell you that the real indoctrination and brainwashing is in leaving out this history and only teaching children the myths that we’ve always been a perfect country, always lived up to our ideals, and there’s no need to reckon with our past. That’s dangerous. Unless our children know all of our history — including the anguished role racism has played in shaping this country — they can’t possibly understand why we are where we are today, and what we can and must do to better live up to our ideals. The stories we tell about ourselves matter, and it’s about time we started telling the truth. That’s my view. What do you think?",NA,NA,NA,NA,NA,NA,NA,NA,2.83,Robert Reich,2021-05-28T00:00:00Z
NA,SenatorTedCruz,100044423499786,PERSON,US,Official Facebook page of U.S. Sen. Ted Cruz (R-TX).,2013-01-04T19:26:11Z,1362738,1750507,2021-07-01T12:50:15Z,2021-07-01,12:50:15,Photo,47607,30179,2890,10947,2638,88,476,96,192,101,NA,-,0,0,0,N/A,https://www.facebook.com/315496455229328/posts/4040030132775923,"#CriticalRaceTheory is a Marxist ideology that sees the world as a battle, not between the classes - as classical Marxism does - but between the races. It’s inherently bigoted.",https://www.facebook.com/SenatorTedCruz/photos/a.317349068377400/4040029742775962/?type=3,NA,"""Critical Race Theory is a Marxist ideology that sees the world as a battle, not between the classes classical Marxism does but between the races. as ""It's bigoted and should not be supported by the federal government."" -SEN. TED CRUZ",NA,NA,NA,NA,NA,3.1,Senator Ted Cruz,2021-07-02T00:00:00Z
NA,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6486633,8055294,2021-06-25T19:52:37Z,2021-06-25,19:52:37,Native Video,47543,21395,7566,6703,450,627,6869,143,3730,60,crosspost,No,657650,704624,2162490,00:03:50,https://www.facebook.com/100044139414360/posts/395485761932734,"Parents across the country are fighting back against Critical Race Theory, and one lefty teacher on TikTok is fuming mad about it.",https://www.facebook.com/officialbenshapiro/videos/222147402934198/,NA,NA,LOL: Woke Lefty Teacher FREAKS OUT Over CRT,NA,NA,NA,NA,5.6,Ben Shapiro,2021-06-26T00:00:00Z
Ben Shapiro,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6486633,8055294,2021-06-25T19:52:37Z,2021-06-25,19:52:37,Native Video,47543,21395,7566,6703,450,627,6869,143,3730,60,crosspost,No,657650,704624,2162490,00:03:50,https://www.facebook.com/100044139414360/posts/395485761932734,"Parents across the country are fighting back against Critical Race Theory, and one lefty teacher on TikTok is fuming mad about it.",https://www.facebook.com/officialbenshapiro/videos/222147402934198/,NA,NA,LOL: Woke Lefty Teacher FREAKS OUT Over CRT,NA,NA,NA,NA,5.6,NA,2021-06-26T00:00:00Z
NA,MarjorieTaylorGreene,1809715209318581,POLITICIAN,US,"Congressional Candidate 
Christian Conservative Wife
Mother of Three
Political Outsider
Problem Solver
100% Pro-Life
100% Pro-Second Amendment
100% Pro-Trump
100% for America
",2017-10-03T16:22:30Z,254938,304554,2021-06-12T08:12:43Z,2021-06-12,08:12:43,Status,47343,30050,1348,10597,5197,4,44,0,22,81,NA,-,0,0,0,N/A,https://www.facebook.com/1809715209318581/posts/2749507552006004,It's great to see school boards and states like Florida BAN teaching of Critical Race Theory! Let's make it happen everywhere!,NA,NA,NA,NA,NA,NA,NA,NA,1.67,Marjorie Taylor Greene,2021-06-12T00:00:00Z
NA,SeanHannity,100047112765345,NEWS_PERSONALITY,US,"Sean Hannity hosts 'Hannity' on the Fox News Channel and 'The Sean Hannity Show,' the second most li",2008-08-22T20:48:35Z,3829829,4437649,2021-06-18T20:17:44Z,2021-06-18,20:17:44,Native Video,47249,27764,1196,10714,7273,77,37,4,10,174,crosspost,Yes,191039,321178,1130596,00:03:10,https://www.facebook.com/100047112765345/posts/342048744042215,Father DEMOLISHES Critical Race Theory at School Board Meeting,https://www.facebook.com/SeanHannity/videos/530353431495827/,NA,NA,Father DEMOLISHES Critical Race Theory at School Board Meeting,NA,NA,NA,NA,2.58,Sean Hannity,2021-06-19T00:00:00Z
NA,conversacionesmekas,100044725950714,DIGITAL_CREATOR,MX,Conversaciones  random,2019-03-06T03:47:25Z,169467,1016511,2021-05-25T19:14:03Z,2021-05-25,19:14:03,Native Video,47161,8354,267,2626,411,47,35350,33,8,65,owned,No,341960,351326,0,00:04:57,https://www.facebook.com/100044725950714/posts/325821075585422,CHATW RANDOM #3 . . . . . Crt NEWTROLLWSP,https://www.facebook.com/conversacionesmekas/videos/902015833912189/,NA,NA,ALEGRAR EL DIA,NA,NA,NA,NA,9.41,ConversaciOnes MekAs de GeNte MeKa,2021-05-26T00:00:00Z
Ben Shapiro,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6328174,7899039,2021-04-30T00:19:04Z,2021-04-30,00:19:04,Link,46783,37898,819,2446,5473,30,15,4,5,93,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/331695604978417,Well done.,https://www.dailywire.com/news/first-in-nation-idahos-republican-gov-signs-bill-banning-critical-race-theory?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,First In Nation: Idaho’s Republican Gov. Signs Bill Banning Critical Race Theory,Republican Idaho Gov. Brad Little signed a bill late Wednesday night banning critical race theory from the state's schools.,NA,NA,NA,12.14,NA,2021-04-30T00:00:00Z
NA,officialbenshapiro,100044139414360,NEWS_PERSONALITY,US,This is my official Facebook fan page. You can also follow me on twitter @benshapiro.,2011-05-18T03:31:56Z,6398057,7964381,2021-05-25T22:38:34Z,2021-05-25,22:38:34,Link,46535,39330,761,2706,3580,36,18,4,16,84,NA,-,0,0,0,N/A,https://www.facebook.com/100044139414360/posts/357693469045297,This is good. We need to get rid of CRT.,https://www.dailywire.com/news/new-pac-aims-to-fight-back-against-critical-race-theory-1619-project-by-targeting-local-school-board-elections?utm_source=facebook&utm_medium=social&utm_campaign=benshapiro,NA,NA,"New PAC Aims To Fight Back Against Critical Race Theory, 1619 Project By Targeting Local School Board Elections",A new political action committee (PAC) launched Monday that is dedicated to eradicating critical race theory and the 1619 Project from U.S. schools by targeting local school board elections.,NA,NA,NA,12.7,Ben Shapiro,2021-05-26T00:00:00Z
NA,michaelknowlesshow,100044546974605,NEWS_PERSONALITY,US,"""a dapper, lib-triggering troll"" —Vanity Fair",2013-01-29T23:15:20Z,974080,1121277,2021-05-03T17:32:04Z,2021-05-03,17:32:04,Link,46492,34414,1234,3614,6817,64,234,10,31,74,NA,-,0,0,0,N/A,https://www.facebook.com/100044546974605/posts/313399330154964,Yuge. God bless America.,https://www.dailywire.com/news/gop-sweeps-in-texas-election-as-city-revolts-against-biden-backed-critical-race-theory-in-schools?utm_source=facebook&utm_medium=social&utm_campaign=mjk,NA,NA,GOP Sweeps In Texas Election As City Revolts Against Biden-Backed Critical Race Theory In Schools,"Republicans in Southlake, Texas, swept elections and took over the school board as voters rebelled against critical race theory in schools.",NA,NA,NA,46.73,Michael Knowles,2021-05-04T00:00:00Z
NA,RealBrigitteGabriel,100044226919507,AUTHOR,US,New York Times bestselling author. Founder and President of ACT for America.,2010-02-19T17:06:55Z,782435,993758,2021-05-07T08:02:42Z,2021-05-07,08:02:42,Photo,46390,29462,917,12312,3315,114,28,85,56,101,NA,-,0,0,0,N/A,https://www.facebook.com/100044226919507/posts/329807408503487,Stop Critical Race Theory HERE: http://bit.ly/2Tl7EVQ:=:https://www.actforamerica.org/join-the-movement,https://www.facebook.com/photo.php?fbid=329807375170157&set=a.291681025649459&type=3,NA,"If you're looking for institutional racism, it exists within Critical Race Theory. Ban it. At every level. It is the new Jim Crow. CANDACE OWENS Live Passionately R",NA,NA,NA,NA,NA,2.03,Brigitte Gabriel,2021-05-07T00:00:00Z
NA,TheOther98,100064860241186,NON_PROFIT,US,Keeping the Class War classy!,2010-04-03T18:51:40Z,6692277,6629508,2021-07-30T09:56:21Z,2021-07-30,09:56:21,Photo,46243,25145,2066,6537,3190,177,8911,127,26,64,NA,-,0,0,0,N/A,https://www.facebook.com/114517875225866/posts/6781627401848180,NA,https://www.facebook.com/TheOther98/photos/a.957976134213365/6781627211848199/?type=3,NA,"Geoff Eaton @geoff_eat My wife, who works at our local Catholic school, was asked by a parent if the school intended to teach Critical Race Theory. She replied ""explain to me what it is and I'll tell you if we teach it."" The parent had no reply.",NA,NA,NA,NA,NA,3.24,The Other 98%,2021-07-30T00:00:00Z
NA,dan.bongino,100044252088762,PERSON,US,Former Secret Service Agent. New York Times bestselling author.  Podcast here: http://bit.ly/bpodcas,2011-05-27T17:38:52Z,2151268,4571058,2021-06-19T23:00:58Z,2021-06-19,23:00:58,Link,46234,32512,2232,5080,5267,120,795,26,144,58,NA,-,0,0,0,N/A,https://www.facebook.com/101043269988443/posts/4376980515728009,"Leo Terrell TORCHES Barack Obama Over CRT - ""Who in the World Oppressed You?"" 🔥🔥🔥",https://rumble.com/vi97nz-leo-terrell-torches-barack-obama-over-crt-who-in-the-world-oppressed-you.html?mref=22lbp&mc=56yab,NA,NA,"Leo Terrell TORCHES Barack Obama Over CRT - ""Who in the World Oppressed You?""","""Who, in this world, oppressed President Obama? He became president. It makes no sense for him to carry the water supporting the critical race theory""",NA,NA,NA,4.34,Dan Bongino,2021-06-20T00:00:00Z
Dan Bongino,dan.bongino,100044252088762,PERSON,US,Former Secret Service Agent. New York Times bestselling author.  Podcast here: http://bit.ly/bpodcas,2011-05-27T17:38:52Z,2151268,4571058,2021-06-19T23:00:58Z,2021-06-19,23:00:58,Link,46234,32512,2232,5080,5267,120,795,26,144,58,NA,-,0,0,0,N/A,https://www.facebook.com/101043269988443/posts/4376980515728009,"Leo Terrell TORCHES Barack Obama Over CRT - ""Who in the World Oppressed You?"" 🔥🔥🔥",https://rumble.com/vi97nz-leo-terrell-torches-barack-obama-over-crt-who-in-the-world-oppressed-you.html?mref=22lbp&mc=56yab,NA,NA,"Leo Terrell TORCHES Barack Obama Over CRT - ""Who in the World Oppressed You?""","""Who, in this world, oppressed President Obama? He became president. It makes no sense for him to carry the water supporting the critical race theory""",NA,NA,NA,4.34,NA,2021-06-20T00:00:00Z
NA,FoxNews,15704546335,MEDIA_NEWS_COMPANY,US,"Welcome to the official Fox News Facebook page. Get breaking news, must see videos & exclusive interviews from the #1 name in news. foxnews.com/contact",2008-04-30T18:26:36Z,18738382,22648807,2021-07-25T12:30:39Z,2021-07-25,12:30:39,Link,46159,31678,5848,2264,5315,39,809,16,69,121,NA,-,0,0,0,N/A,https://www.facebook.com/15704546335/posts/10160868438761336,TAKING AIM: Trump rips critical race theory to shreds and issues a warning about 'flagrant racism.’,https://www.foxnews.com/politics/trump-slams-critical-race-theory-as-flagrant-racism#&_intcmp=hp1bt3?cmpid=fb_fnc,NA,NA,Trump slams Critical Race Theory as ‘flagrant racism’ that has ‘no place’ in our country,"Former President Donald Trump warned critical race theory is ""flagrant racism"" being forced into ""every facet of our society"" during a speech to conservatives Saturday in Phoenix.",NA,NA,NA,6.79,Fox News,2021-07-26T00:00:00Z
NA,FoxNews,15704546335,MEDIA_NEWS_COMPANY,US,"Welcome to the official Fox News Facebook page. Get breaking news, must see videos & exclusive interviews from the #1 name in news. foxnews.com/contact",2008-04-30T18:26:36Z,18720693,22585148,2021-06-16T00:01:04Z,2021-06-16,00:01:04,Photo,46139,33290,3094,4196,4707,42,552,49,115,94,NA,-,0,0,0,N/A,https://www.facebook.com/15704546335/posts/10160761008936336,"On ""Hannity"" Tuesday, Florida Gov. Ron DeSantis said he banned critical race theory in Florida schools because schools should teach ""kids what it means to be American.""",https://www.facebook.com/FoxNews/photos/a.184044921335/10160761008566336/?type=3,NA,"‎1 person, ‎'‎""Spending tax dollars to teach kids that America is a rotten place is absolutely unacceptable."" -Gov. Ron DeSantis FOX NEWS channel Hennessy/SOPA Getty ۔ mages‎'‎‎",NA,NA,NA,NA,NA,3.09,Fox News,2021-06-16T00:00:00Z
NA,NA,100044125821671,COMEDIAN,NA,"This is the official fan page for Mrs. Betty Bowers, America’s Best Christian™. Written/created",2010-02-17T16:35:15Z,676630,855024,2021-08-11T11:01:19Z,2021-08-11,11:01:19,YouTube,46034,19610,3142,4991,4425,98,13555,38,35,140,NA,-,0,0,0,N/A,https://www.facebook.com/100044125821671/posts/373578330789691,Hark! Make sure your children are learning non-CRT American history with my godly lessons. Glory!,https://youtu.be/F9v7YsCmxW0,https://www.youtube.com/watch?v=F9v7YsCmxW0&feature=youtu.be,NA,American Sunday School Lesson,Think about supporting me here: Patreon.com/MrsBettyBowers:=:https://www.patreon.com:443/MrsBettyBowers,NA,NA,NA,6.65,"Mrs. Betty Bowers, America's Best Christian",2021-08-11T00:00:00Z
Dan Bongino,dan.bongino,100044252088762,PERSON,US,Former Secret Service Agent. New York Times bestselling author.  Podcast here: http://bit.ly/bpodcas,2011-05-27T17:38:52Z,2152041,4572220,2021-06-21T20:30:04Z,2021-06-21,20:30:04,Native Video,46016,31346,592,9016,4832,47,20,12,12,139,owned,Yes,356917,388004,0,00:03:18,https://www.facebook.com/101043269988443/posts/4385339838225410,This is how we win. All it takes is for you to DO it.,https://www.facebook.com/dan.bongino/videos/345902360303500/,NA,NA,Trump Is Giving America a Battle Plan to Defeat CRT — Remember This,NA,NA,NA,NA,1.89,NA,2021-06-22T00:00:00Z
NA,FoxNews,15704546335,MEDIA_NEWS_COMPANY,US,"Welcome to the official Fox News Facebook page. Get breaking news, must see videos & exclusive interviews from the #1 name in news. foxnews.com/contact",2008-04-30T18:26:36Z,18719081,22572574,2021-06-10T07:20:55Z,2021-06-10,07:20:55,Link,45984,30319,3446,6472,4909,222,208,120,77,211,NA,-,0,0,0,N/A,https://www.facebook.com/15704546335/posts/10160743948476336,"""You are now teaching, training our children to be social justice warriors and to loathe our country and our history."" A Virginia mom who endured Mao Zedong’s Cultural Revolution before immigrating to the U.S. ripped a Virginia school board at a public meeting Tuesday over its stubborn support of the controversial critical race theory.",https://www.foxnews.com/us/virginia-xi-van-fleet-critical-race-theory-china-cultural-revolution-loudoun?cmpid=fb_fnc,NA,NA,Virginia mom who survived Maoist China eviscerates school board's critical race theory push,A Virginia mom who endured Mao Zedong’s Cultural Revolution before immigrating to the U.S. ripped a Virginia school board at a public meeting Tuesday over its stubborn support of the controversial critical race theory.,NA,NA,NA,9.05,Fox News,2021-06-10T00:00:00Z
