Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Overperforming Score (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x )
Fremont Re-2 School District,fremontre2,9.31944E+14,TOPIC_LIBRARY,US,This is the official Facebook page of the Fremont Re-2 School District.,10/4/15 14:32,1491,1656,2021-08-09 15:46:06 EDT,8/9/21,15:46:06,Status,49,28,12,8,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/931944123510649/posts/4320251628013198,"Here is some information that might clear up what is happening at the School Board Meeting tonight. Dr. Krage is sharing with the Board that our school district is not teaching the Critical Race Theory curriculum, however we do include the teaching of tolerance and equal access in our classrooms and they are part of the CO State Social Studies standards.",,,,,,,,,1.53
School District 49,District49,1.00065E+14,PUBLIC_SCHOOL,US,"Educating more than 20,000 Pikes Peak-area students, as Colorado's 14th largest school district, Dis",7/26/10 19:23,15587,16012,2021-08-09 12:27:06 EDT,8/9/21,12:27:06,Photo,134,19,97,17,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/141517542533343/posts/4425776447440743,"Board of Education Regular Meeting Thursday, Aug. 12 Fantastic 49 at 6:00 p.m. Meeting begins at 6:30 p.m. TOPICS: Critical Race Theory, Possible MLO Ballot Measure, Operations Updates. More information, agenda and livestream at www.d49.org/BOE:=:https://www.d49.org/BOE",https://www.facebook.com/District49/photos/a.147794525238978/4426190370732684/?type=3,,"TL BEST CHOICE TO WURK LEAD. ............. District 49 ............. Thursday August 12 D49 Board of Education Meeting Creekside Success Center Peakview Hall 3850 Pony Tracks Dr, Colorado Springs, co 80922 6:30 p.m.",,,,,,2.48
Greencastle-Antrim School District,gcasd.org,4.04159E+14,PUBLIC_SCHOOL,US,"All posts must follow the district's social media comment guidelines which may be found here:
https://www.gcasd.org/page/social-media-guidelines",2/2/15 13:18,3313,3494,2021-08-06 10:46:30 EDT,8/6/21,10:46:30,Link,22,13,0,5,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/404159373073365/posts/1875528412603113,Statement in response to Social Justice / Critical Race Theory,https://www.gcasd.org/article/505835?org=gcasd,https://www.gcasd.org/o/gcasd/article/505835,,Statement in response to Social Justice / Critical Race Theory,"The Greencastle-Antrim School District recognizes the equal worth, dignity, and value of each member...",,,,-1.5
Berkeley Township School District,,1.80359E+14,ELEMENTARY_SCHOOL,US,"53 Central Parkway Bayville, New Jersey  08721  Dr. James D. Roselli, Superintendent",8/28/12 16:17,4022,4098,2021-08-04 04:37:30 EDT,8/4/21,4:37:30,Link,11,6,0,3,0,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/180358508765847/posts/2361844203950589,Please visit https://www.njsba.org/news-publications/school-board-notes/july-27-2021-vol-xlv-no-2/what-you-need-to-know-about-educational-equity-and-critical-race-theory/ for information on Educational Equity and Critical Race Theory.,https://www.njsba.org/news-publications/school-board-notes/july-27-2021-vol-xlv-no-2/what-you-need-to-know-about-educational-equity-and-critical-race-theory/,,,What You Need to Know About Educational Equity and Critical Race Theory - New Jersey School Boards Association,The NJSBA is providing information on a topic that has surfaced at many board meetings.,,,,-2.18
Palm Springs Unified School District,psusd,5.50032E+14,GOVERNMENT_ORGANIZATION,,Palm Springs Unified School District,4/2/13 20:59,5258,5708,2021-08-02 17:00:09 EDT,8/2/21,17:00:09,Link,50,27,12,4,5,1,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/550032258375171/posts/4478239965554361,We don't teach critical race theory in Coachella Valley schools https://www.desertsun.com/story/opinion/contributors/valley-voice/2021/08/01/we-dont-teach-critical-race-theory-coachella-valley-schools/5407683001/ via @mydesert,https://www.desertsun.com/story/opinion/contributors/valley-voice/2021/08/01/we-dont-teach-critical-race-theory-coachella-valley-schools/5407683001/,,,We don't teach critical race theory in Coachella Valley schools,"Thanks to right-wing media outlets, some parents are angry about something they don't really understand, teacher J. Kevin McCarthy writes.",,,,1.72
Sheridan County School District #3,SheridanCountySchoolDistrict3,4.6599E+14,PUBLIC_SCHOOL,,"Sheridan County School District #3 is made up of three schools: Arvada Elementary, Clearmont Elementary, Arvada-Clearmont Junior/Senior High School.",6/6/13 15:07,424,465,2021-07-30 20:11:19 EDT,7/30/21,20:11:19,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/465990290135967/posts/4092656067469353,,https://www.thesheridanpress.com/news/local/local-school-districts-not-adding-controversial-lesson-plan-to-curriculum/article_f3aa6aca-f143-11eb-8226-b3e53167ed93.html,,,Local school districts not adding controversial lesson plan to curriculum,"SHERIDAN — The national debate over the controversial critical race theory, or CRT, could reach Sheridan County soon.",,,,-34
Conotton Valley Union Local School District,CVULSD,8.25517E+14,SCHOOL,US,This is the Official Facebook page of Conotton Valley Union Local Schools. ,6/11/15 14:44,1503,1772,2021-07-30 09:07:56 EDT,7/30/21,9:07:56,Status,166,87,15,49,14,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/825517197503949/posts/4012584802130490,"Dear Rocket Nation, As we get closer to our September 7th start date for the 2021-2022 school year, I would like to address a couple of HOT TOPIC issues with you! The first one deals with Masks. Conotton Valley School will not be mandating the wearing of masks. However, we will certainly welcome any student or staff to wear one if they choose. We will maintain our heightened sanitization and hand-washing protocols. Additionally, the Board of Education has purchased air purifiers for every classroom. We will continue to collaborate with the Carroll County Health Department to monitor any outbreaks. Let me assure you that your child’s safety is a priority, and we will do everything possible to provide a clean and safe atmosphere for the educational process to take place. Unless we are required to alter this plan by law, or the Ohio Department of Education, this will be our approach. The second topic is The Critical Race Theory. There is growing debate and controversy centering around the teaching of Critical Race Theory in America’s public schools. Conotton Valley Union Local School District is for ALL students and families, period. As we enter our sixth year of “Leader in Me,” the staff embeds the 7 habits and our Core Values of Honesty, Self-Discipline, Equity, Passion, Growth Mindset, Collaboration, Perseverance, and Responsibility into our daily instruction. We teach Ohio’s learning standards for each grade level and content area. We carefully select curriculum materials and resources to support learning and cause students to process information, engage in thoughtful discussion/debate and think critically for themselves. We empower teachers to utilize evidence-based instructional strategies to create optimum learning opportunities for all students. We create a welcoming, safe, and positive environment for all students, staff, and guests. We treat students and each other with dignity, respect, and kindness. CRT is not part of our curriculum and will not be instructed. Conotton Valley Union Local School District is always prepared for students to question and discuss current events openly and thoughtfully. “We are in control of our mission.” Todd Herman, Superintendent",,,,,,,,,4.49
North Central Local Schools,NorthCentralLocalSchools,1.39441E+14,PUBLIC_SCHOOL,US,"This is the only OFFICIAL Facebook page for North Central Local Schools, the home of the mighty Eagles in Pioneer, Ohio. North Central is empowering today's students for tomorrow's world!",10/20/10 10:02,1831,2150,2021-07-29 14:45:13 EDT,7/29/21,14:45:13,Photo,53,27,3,11,12,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/139441256103250/posts/4304025396311461,The North Central Local Schools has an important curriculum update about Critical Race Theory as listed in this letter from the district.,https://www.facebook.com/NorthCentralLocalSchools/photos/a.651340441579993/4304018776312123/?type=3,,,,,,,,1.02
CESA 2,cesa2wi,1.73816E+15,EDUCATION_COMPANY,US,"CESA 2 is an educational service agency partnering with school districts in Wisconsin to achieve exceptional student learning by offering a variety of services. 

Innovative Thinking. Tailored Design.",6/17/16 14:00,492,551,2021-07-29 09:00:35 EDT,7/29/21,9:00:35,Photo,3,1,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1738156623107091/posts/2984423651813709,"With Critical Race Theory becoming more prevalent in discussions, we want to be full informed about what it entails to make the best decisions for our schools and have educated discussions. Featuring local and national speakers/facilitators like Dr. Eddie Moore Jr., Dr. Christopher Emdin, Dr. Karen Gaffney, Jenna Chandler Ward, Elizabeth Denevi, Gretchen Lettau, Kim Stieber-White, and Dr. Marguerite W. Penick, Navigating The Times looks to inform your thinking and give answers to questions that arise from educators and parents in your district. Click the link to learn more about this event and register! http://ow.ly/8Xbq50FFNaC:=:https://login.myquickreg.com/register/event/event.cfm?eventid=29971",https://www.facebook.com/cesa2wi/photos/a.1738171946438892/2984423651813709/?type=3,,‎'‎NAVIGATING THE TIMES A Critical Race Theory Conference August و Day 1: Real Talk- Being Informed about the Times What is Critical Race Theory? September 20 Day 2: Real Solutions How to Navigate the Times What do you do when you are challenged? How do you respond?‎'‎,Timeline photos,,,,,-0.77
Carteret County Public School System,CarteretK12,2.6716E+14,PUBLIC_SCHOOL,US,"Inspiring, Educating, and Empowering Students for Life.",8/1/11 17:05,10770,11753,2021-07-28 19:44:57 EDT,7/28/21,19:44:57,Photo,"1,144",315,254,299,255,2,0,8,9,2,,-,0,0,0,N/A,https://www.facebook.com/267159566634514/posts/4883428201674271,"The Carteret County Public School System’s Board of Education met at 6:00 p.m. at Croatan High School in Newport, N.C. to consider revisions to Carteret County Board of Education Policy 7720 - Employee Political Activities, for first review. In addition, the Board of Education also considered operational protocols based on revisions to the North Carolina Department of Health and Human Services (NCDHHS) StrongSchoolsNC Public Health Toolkit for kindergarten through 12th grade. The revision of Policy 7720 - Employee Political Activities was considered for a first read by the Board of Education members. The policy revision included the following statement: This policy should not be construed as prohibiting the impartial study and discussion of political or other controversial issues in the classroom setting, including the dissemination of factual information about serious problems the school system or the community may be facing because of political actions, where such teaching or information reasonably relates to the standards of the course. Both sides of the political issue shall be presented, supported by primary or balanced secondary sources so that students are provided an opportunity to be well informed and to be able to make their own decisions regarding political or other controversial issues. Further, this policy shall ensure that social theories of any kind (i.e. Holocaust Denial Theory, 9/11 Theory, Critical Race Theory) are not presented to students unless approved by the Carteret County Board of Education. It is the responsibility of the Board to ensure that curricular standards are taught using well documented, factual resources and not opinion or conjecture. The Carteret County Public School System does not teach Critical Race Theory, nor are there any plans to do so in the future. The Carteret County Board of Education promotes respect for all persons and encourages school system personnel to incorporate this foundational concept in all instructional activities. Students should be encouraged to think critically, freely, and with a respect for differences of opinion. The Board rejects any curriculum, instructional activity, or instructional resource that devalues any person. The school system’s frequent expression of “#CarteretStrong” is predicated upon the belief that we are “#StrongerTogether.” Superintendent Dr. Rob Jackson gave a detailed PowerPoint presentation on NCDHHS StrongSchoolsNC Public Health Toolkit for kindergarten through 12th grade, which included updates on toolkit revisions, educational experience for students, health and wellness protocols, transportation, child nutrition, cloth face coverings, and quarantine guidelines. Dr. Jackson met with the Health Director and other health officials from the Carteret County Health Department prior to the meeting to ensure the information being presented was accurate and up-to-date. The StrongSchoolsNC Public Health Toolkit states, “If a school does not require individuals who are not fully vaccinated to wear a mask, they should ensure a layered mitigation strategy, including physical distancing, ventilation, hand hygiene, adequate access to diagnostic and screening testing, and closely monitor for increases in COVID-19 cases.” Board members reiterated the priority placed on the health and safety of students and staff and the importance of students attending school face-to-face. After Dr. Jackson's presentation and discussion by Board members, a unanimous decision was made by the Carteret County Board of Education to make masks optional in Carteret County Public Schools. Students and staff members will not be required to wear masks during the 2021-2022 school year, however, mask-wearing is optional for students and staff.",https://www.facebook.com/CarteretK12/photos/a.272071482809989/4922449101105514/?type=3,,MASKS ह OPTIONAL CARTERET COUNTY PUBLC SCHOOL SYSTEM,,,,,,9.86
Republic County Schools,RC.Buffs,3.76244E+14,HIGH_SCHOOL,US,"Republic County Schools is a great school district where kids can shine, build educational capacity, and establish a foundation for lifelong success.",4/8/15 17:01,1511,1640,2021-07-27 20:27:06 EDT,7/27/21,20:27:06,Status,47,41,0,5,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/376243892568133/posts/1756118197914022,"To: All Republic County USD 109 Patrons Date: August 2, 2021 Re: Response to Critical Race Theory The subject of critical race theory has been dominating the media and social media headlines lately. Just as we teach our students to be judicious consumers of information, we encourage all patrons to educate themselves on what critical race theory (CRT) truly is and what it is not. Critical race theory is not part of the Kansas State Department of Education, nor Republic County USD 109’s academic standards that we teach in our classrooms. Our curriculum is aligned with the Kansas State Department of Education’s academic standards that can be found at www.ksde.org.:=:https://www.ksde.org/ Republic County USD 109 is a learning community dedicated to and continues to ensure educational practices and excellence so that all students achieve at high levels and graduate prepared for success in college, careers and live in a rapidly changing world. Republic County USD 109 will continue to teach the exact same academic standards as the district has been teaching in our classrooms. Educationally, Larry Lyder Superintendent",,,,,,,,,2.04
Colonial Heights Public Schools,chpsk12,5.34733E+14,PUBLIC_SCHOOL,US,Official facebook page for Colonial Heights Public Schools.  Join us for news and events!,6/23/14 16:41,3255,3463,2021-07-27 08:31:56 EDT,7/27/21,8:31:56,Status,168,102,10,21,33,0,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/534732829964507/posts/3807558146015276,"Colonial Heights School Board clarifies policies COLONIAL HEIGHTS, Va. -- Over the past several weeks, citizens and parents in Colonial Heights and across Virginia have expressed concern about news they are hearing at a state and national level related to public schools. As members of the Colonial Heights School Board, we want to collectively assure the citizens of Colonial Heights that our schools continue to be committed to being welcoming and safe places where all students and staff are valued and respected. We embrace equity of opportunity for all students and staff as we work hard together to advance and support student learning and be the best we can be as a community. To be clear, Critical Race Theory is not included in the curriculum for Colonial Heights Public Schools and is not included in current state standards of learning. History and social studies must be studied honestly and accurately, but students are not judged by the color of their skin under any circumstances. We must all be accountable for our actions as individuals, correct wrongs where they exist, and work together united rather than divided for the good of our community. Likewise, Colonial Heights Public Schools has not changed its policies regarding transgender students. We do not discriminate in our schools and will continue to work with students needing support on an individual basis and respect their privacy, in an environment that is safe and respectful of all students. Having worked through the incredibly challenging past year of the pandemic, our schools and community are stronger than ever and there is nothing we cannot face working together. We value all our students and families and look forward to having everyone back for the coming school year in September.",,,,,,,,,1.91
Springboro Schools,SpringboroSchools,5.04538E+14,PUBLIC_SCHOOL,US,"Springboro is an exceptional school district comprised of talented students, dedicated staff, involved families and strong community support.",8/7/13 18:40,6453,6781,2021-07-26 15:04:50 EDT,7/26/21,15:04:50,Photo,676,165,329,55,80,6,4,2,35,0,,-,0,0,0,N/A,https://www.facebook.com/504538452950355/posts/5685697064834442,"To our Springboro Families, Springboro Schools would like to address the recent questions and concerns that have been shared by parents and community members regarding Critical Race Theory (CRT) and if CRT is being considered for this district’s curriculum. Additionally, we would like to clarify the purpose of the Superintendent’s Diversity & Inclusion (D&I) Committee. Springboro Schools has not and will not support or implement CRT into our curriculum at any grade level. Additionally, our curriculum will not include the following topics that are sometimes associated with CRT: • Teaching from a perspective that the United States and/or its legal system is systematically racist and designed to create and maintain inequalities between genders, ethnicities, different religious heritages, or races • Teaching that socialism and communism are morally superior to democracy, capitalism, and a free market economy • That any gender, ethnicity, religious heritage, or race should feel superior or inferior • That one should feel guilt or shame due to their ethnicity, religious heritage, race, or gender Springboro Schools follows the Ohio Department of Education’s (ODE) Learning Standards. Those standards for social studies were reviewed and adopted in 2018, and do not include CRT. As standards are updated and released, the Superintendent will make recommendations to the Board of Education on whether or not to adopt them. Springboro Schools would not recommend the support of the aforementioned curriculum items that are outlined above. To view ODE’s current standards for social studies, as well as all other subject areas, please visit - http://education.ohio.gov/Topics/Learning-in-Ohio/OLS-Graphic-Sections/Learning-Standards.:=:http://education.ohio.gov/CMSMessages/PageNotFound.aspx?aspxerrorpath=/Topics/Learning-in-Ohio/OLS-Graphic-Sections/Learning-Standards. The D&I Committee’s focus is on improving the learning environment within Springboro Schools, in order to ensure that every student, regardless of ethnicity, religious heritage, gender, or race, feels welcome, safe, and ready to learn. The D&I Committee is not responsible for the district’s curriculum, nor does it have the authority to implement any changes to it; only the Superintendent and the Board of Education hold that authority. Report-outs and recommendations from the D&I Committee will continue to be public and are still subject to approval by the Superintendent and Board of Education. This is consistent with all other Superintendent committees. Springboro Schools is committed to maintaining our excellent curriculum, which is the educational foundation of countless Springboro graduates who have gone on to enjoy success in numerous pursuits such as college, vocational school, military service, and skilled trades. We will also strive to continuously improve our environment and student experience so that every student is able to feel welcome and safe. Thank you, Larry Hook, Superintendent Springboro Schools",https://www.facebook.com/SpringboroSchools/photos/a.516072355130298/5685694574834691/?type=3,,,,,,,,7.43
Francis Howell School District,francishowellschools,7.08726E+14,PUBLIC_SCHOOL,US,Francis Howell School District encompasses over 150 square miles in the southeast corner of St. Charles County and is one of the largest districts in Mo.,6/8/15 13:33,17526,18309,2021-07-23 10:52:26 EDT,7/23/21,10:52:26,Link,"1,168",285,685,20,168,0,2,0,7,1,,-,0,0,0,N/A,https://www.facebook.com/708726049256854/posts/3986040458192047,"Shout out to these brave, articulate students for sharing their perspectives on the new Black History and Black Literature courses. Love seeing our students stay informed and share their thoughts on District news! https://bit.ly/3BwxNaZ:=:https://www.ksdk.com/video/news/education/missouri-school-districts-deciding-how-to-teach-about-race/63-3c2f7f3b-09c5-4361-8d11-fcab8c0f9225",https://bit.ly/3BwxNaZ,https://www.ksdk.com/video/news/education/missouri-school-districts-deciding-how-to-teach-about-race/63-3c2f7f3b-09c5-4361-8d11-fcab8c0f9225,,"Francis Howell schools will offer Black history, literature courses","As state leaders debate issues like critical race theory, local school districts are moving forward with how to include race discussions in their curriculum.",,,,8.28
Culver City Unified School District,culvercityschools,1.17085E+15,PUBLIC_SCHOOL,US,Culver City Unified School District ,4/27/16 22:23,2344,2588,2021-07-22 00:25:46 EDT,7/22/21,0:25:46,Link,17,15,0,1,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1170849302949218/posts/4519650414735740,"Kimberly Young, a CCUSD teacher who serves on the state’s Quality Instruction Commission, said in a forum Wednesday ethnic studies classes help students think critically.",https://www.latimes.com/socal/daily-pilot/news/story/2021-07-21/o-c-ed-department-forum-dispels-myths-about-ethnic-studies-critical-race-theory,,,"O.C. Ed Department forum tries to dispel myths about ethnic studies, critical race theory",Wednesday's virtual forum preceded two similar panel discussions being hosted by the Orange County Board of Education on Tuesday and Aug. 24.,,,,-1.71
Euclid City Schools,euclidschools,2.49546E+14,PUBLIC_SCHOOL,US,The Official Page for Euclid City Schools,7/28/11 15:27,4899,5058,2021-07-21 15:56:00 EDT,7/21/21,15:56:00,Photo,74,42,19,0,11,0,0,0,1,1,,-,0,0,0,N/A,https://www.facebook.com/249545748397484/posts/4469881846363832,,https://www.facebook.com/euclidpubliclibrary/photos/a.274644835900787/4633456986686195/?type=3,,,Euclid Public Library,"When you come to EPL, check out our new Critical Race displays. 
Critical Race Theory (CRT) explores the concept that racism is embedded in our laws and legal institutions, (according to Harvard Law Today’s Oct. 6, 2011).  
With CRT entering the mainstream in recent months, now, you can check out some of these books or movies which can help explain the concept.",,,,1.9
Downingtown Area School District,downingtownschools,1.48341E+11,PUBLIC_SCHOOL,US,The Downingtown Area School District is proud of our long tradition of providing a high quality education to our students. We are ranked 21 in state of PA.  Our high schools have been recognized by Newsweek magazine as two of the best in the U.S.,8/21/09 0:32,10961,11952,2021-07-21 10:07:08 EDT,7/21/21,10:07:08,Status,"1,269",295,770,50,145,1,4,0,1,3,,-,0,0,0,N/A,https://www.facebook.com/148341361326/posts/10159156205556327,"**UPDATE** The Daily Local's editor has revised the story to remove the reporter's personal commentary, denoted that the first speaker has never attended DASD, and corrected the inaccurate information regarding the board vote. The Daily Local has planned a follow-up article and in-person coverage at future board meetings to help present a more accurate and balanced report of the evening. *** The Daily Local News published an article yesterday that inaccurately portrayed last week’s board meeting as well as the diversity, equity and inclusion (DEI) work happening in DASD. The Daily Local has revised the article to correct the inaccuracies. To clarify any misconceptions, DASD is not teaching Critical Race Theory (CRT) and there are no plans to do so in the future. The DEI director’s role is not to create, design or revise instructional curriculum (such as critical race theory). The Pennsylvania Department of Education is clear with districts in terms of the curricular standards that we are required to teach, and DASD adheres to them. DASD IS supporting diversity, equity and inclusion by promoting kindness, civility, understanding of people and acceptance of others’ lived experiences and backgrounds. The cultural diversity of our student population has more than doubled in the past 10 years. In DASD, there are nearly 2,200 students receiving special education services, nearly 300 receiving gifted education services and more than 300 receiving accommodations through a section 504 service agreement. According to the Williams Institute, 4.1% of Pennsylvania’s adult population identifies at LGBT. It is our responsibility to acknowledge and respect our differences, and to provide a learning environment where all students feel safe, understood and valued. We must support all staff and students, regardless of gender, race, color, creed, sexual orientation or ability. Schools that are inclusive and foster the whole child are better able to meet the wellness and academic needs of all students. DEI work creates a culture of kindness, respect, compassion and grace. School-wide strategies that align wellness, inclusion, diversity and equity empower all students to meet their individual and unique goals.",,,,,,,,,10.07
KCRG-TV9,kcrgtv9,57827502171,TV_CHANNEL,US,"Official page of Your Trusted Local News and Weather Source, KCRG-TV9",2/25/09 23:25,195118,221973,2021-07-20 23:35:04 EDT,7/20/21,23:35:04,Link,261,27,218,3,0,4,9,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/57827502171/posts/10157845049247172,"Across the nation, the controversy continues over how racism is taught in schools, which some have called Critical Race Theory. However, that label is being applied to things that don't actually fit the legal academic theory that has roots in the 1970s.",https://www.kcrg.com/2021/07/20/what-is-critical-race-theory-why-is-there-so-much-controversy-surrounding-it/,,,"What is Critical Race Theory, and why is there so much controversy surrounding it?","What is Critical Race Theory, and why is there so much controversy surrounding it?",,,,2.12
Hiawatha Public Schools-USD 415,HiawathaPublicSchoolsUsd415,1.94071E+14,PUBLIC_SCHOOL,US,Hiawatha Public Schools offers an exceptional K-12 public education to approximately 900 students in the rolling hills of Northeast Kansas,8/1/12 13:02,2862,3008,2021-07-16 18:23:36 EDT,7/16/21,18:23:36,Link,40,33,0,7,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/194071090723168/posts/2477433442386910,Message from Superintendent Moser,https://www.hiawathaschools.org/article/494367?org=hiawatha-schools,https://www.hiawathaschools.org/o/hiawatha-schools/article/494367,,Message from Superintendent Moser,"Greetings, Red Hawks.You have likely heard of the controversy surrounding critical race theory an...",,,,1.74
Wenatchee School District 246,wsd246,1.25751E+14,PUBLIC_SCHOOL,US,"Student learning is accomplished through a quality educational system by dedicated, caring staff working in partnership with students, parents, and the community.",5/11/10 16:45,4889,5525,2021-07-15 20:49:32 EDT,7/15/21,20:49:32,Link,73,53,2,17,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/125750924103694/posts/4551573074854768,"There is a lot of discussion surrounding CRT, DEI and Comprehensive Sexual Ed. happening nationally and in our own community. To help keep families informed and to dispel any misinformation about these topics as it relates to our district we've created an informational website that outlines what is and isn't happening in our schools. https://www.wenatcheeschools.org/news/1715707/critical-race-theory-d-e-i-and-sexual-health-ed-information",https://www.wenatcheeschools.org/news/1715707/critical-race-theory-d-e-i-and-sexual-health-ed-information,,,"District position statements: Critical Race Theory, DEI and Sexual Health Ed.","There are many conversations happening nationally and in our own community related to the topics of Critical Race Theory (CRT), Diversity, Equity and Inclusion (DEI), and Comprehensive Sexual Health Education (CSHE) related to schools. The Wenatchee School District is a student-focused public school...",,,,2.81
International Charter School,,1.41725E+14,ELEMENTARY_SCHOOL,US,"Teaching in the Languages of Our Community: English, español, Português",9/25/10 13:56,1262,1329,2021-07-13 19:40:36 EDT,7/13/21,19:40:36,Link,4,3,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/141724789206353/posts/4429948137050642,,https://www.vox.com/first-person/22568672/critical-race-theory-crt-education-racism-teachers,,,Critical race theory hysteria overshadows the importance of teaching kids about racism,I teach high school. My students are mature and smart enough to handle these kinds of topics.,,,,-0.71
Bunceton / Cooper County R-IV School District,CooperCountySchools,3.58559E+14,PUBLIC_SCHOOL,US,This is the official Facebook Page for Cooper County R-IV / Bunceton School District.  This will be used for official school updates and happenings.,7/30/18 13:27,521,550,2021-07-13 17:52:18 EDT,7/13/21,17:52:18,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/358558694684432/posts/1035889740284654,"IMPORTANT UPDATE FROM THE MISSOURI SCHOOL BOARDS ASSOCIATION: Critical Race Theory and Educational Equity: What You Need to Know Questions about Critical Race Theory and its use in public schools are becoming commonplace in our communities. Two common questions being asked are 1) What is Critical Race Theory? and 2) Is it being taught in our schools? What Is Critical Race Theory? Critical Race Theory (CRT) is a phrase that is frequently mentioned in the media and in public conversations. CRT might have a certain meaning to one person while someone else might believe it is something entirely different. But the most basic purpose of Critical Race Theory, which originated in the 1970s, was as an analytical tool for law students to examine the impact of historical and present-day racism on the legal system and public policies. Currently, CRT is primarily used by higher education in the study of law, psychology, and sociology. Is Critical Race Theory in the Missouri Learning Standards? The tenets of CRT are not part of social studies or any other learning standards in Missouri. The state’s social studies standards can be found on the Department of Elementary and Secondary Education’s website (Missouri Social Studies Learning Standards). It’s important to remember that all Missouri Learning Standards are approved by the State Board of Education and developed by Missouri educators, parents, and other community stakeholders selected by the President Pro Tem of the Senate, the Speaker of the House, the Governor, the Lieutenant Governor, the State Board of Education, the Commissioner of DESE, the Commissioner of Higher Education and various education associations. (Section 160.514, RSMo.) Is Critical Race Theory the Same as Educational Equity? No. Various media channels and members of the public sometimes use terms interchangeably when they mean two different things. The terms Critical Race Theory and educational equity are not the same. Unlike CRT, which, again, is a tool primarily used in institutions of higher education, educational equity is a K-12 term referring to federal and state policies and requirements. Specifically, the term is closely associated with “No Child Left Behind” (NCLB) legislation that was led by former President George W. Bush and signed into law in 2002. This federal law established clear requirements for school districts to not only disaggregate student achievement data by race but also to close achievements gaps where they exist. In recent years, the terms equity work or diversity, equity, and inclusion (DEI) has become commonplace in K-12 education as many districts revisit and renew their local efforts to close achievement gaps as required by the federal Every Student Succeeds Act (ESSA). When signed into law in 2015, ESSA further advanced equity in U.S. education policy by upholding protections outlined in NCLB, including calling for comprehensive state-developed plans designed to close achievement gaps, improve the quality of instruction, and increase outcomes for all students. The state's accreditation system, MSIP (the Missouri School Improvement Program), includes provisions to address educational equity in Missouri’s schools. These rules were reviewed by Missouri’s Joint Committee on Administrative Rules, which is a 10-member legislative committee made up of six Republicans and four Democrats from the Missouri House and Senate. Further, the Secretary of State received comments from the public on the proposed rules and the State Board of Education considered the comments prior to final approval. Is Critical Race Theory the Same as Diversity, Equity, and Inclusion (DEI)? No. The focus of DEI is to ensure all students have the opportunity to receive a quality education and are provided the resources they need in order to allow for their success. We hope you find this information helpful as questions arise about this topic. www.mosba.org:=:https://www.mosba.org/ | 800.221.6722 | info@mosba.org | 2100 I-70 Drive Southwest Columbia, MO 65203",https://www.mosba.org/,,,Home,Helping School Boards Ensure All Students Succeed COVID-19 Resources MSBA Resources for the COVID-19 Pandemic,,,,-24
