page_name,user_name,facebook_id,page_category,page_admin_top_country,page_description,page_created,likes_at_posting,followers_at_posting,post_created,post_created_date,post_created_time,type,total_interactions,likes,comments,shares,love,wow,haha,sad,angry,care,video_share_status,is_video_owner,post_views,total_views,total_views_for_all_crossposts,video_length,url,message,link,final_link,image_text,link_text,description,sponsor_id,sponsor_name,sponsor_category,overperforming_score_weighted_likes_1x_shares_1x_comments_1x_love_1x_wow_1x_haha_1x_sad_1x_angry_1x_care_1x,group_name,date_r
NA,NA,617472628365134,none,NA,NA,NA,6145,NA,2020-03-03T16:33:01Z,2020-03-03,16:33:01,Photo,1,0,1,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/617472628365134/permalink/2643541462424897,NA,https://www.facebook.com/ACC.OfficialAtRiskAnimals/photos/a.655522981655903/655523638322504/?type=3,NA,NA,ACC of NYC: At-Risk Animals,"Fortesque will be re-listed on 3/3/20.

3/2/20: updated at-risk note, added bio and video, and in-shelter observations.

Fortesque
Hello, my name is Fortesque. My animal id is #88843. I am a male brown brindle dog at the Manhattan Animal Care Center. The shelter thinks I am about 3 years 1 weeks old.

I came into the shelter as a agency on 2/19/2020.

Sorry, this pet is for new hope partners only.

Fortesque is at risk for behavioral reasons. Fortesque came to us as a stray after being found tied to a park bench, so not much is known about his past. At the care center, Fortesque has remained fearful and has displayed distant behaviors such as barking and growling, particularly around people he doesn't know. Fortesque has not allowed for some extensive handling, but in time, does allow for leashing and will go out on a walk and is social but will growl and react to strangers. It is possible that in time, Fortesque will become more comfortable, but will need a gradual acclimation and slow introduction to new people and environments. He would be best suited for placement with a new hope partner that can provide the necessary behavior modification. Medically, Fortesque was diagnosed with canine infectious respiratory disease complex which is contagious to other animals and will need further care.

You may know me from such films as...
https://youtu.be/DIgEB4wXdpY

Let's get to know each other a bit more...
A staff member writes ""Fortesque takes his time making new friends but once the key to his heart, food, is found, he will warm up quickly. He needs a special person who will understand that he has a guarded heart and will make friends at his own pace. A quiet home where he will have the space and time to do this would be ideal for him. Once he gets to know his people he will be a loyal friend.""

My medical notes are...
Weight: 72 lbs

Vet Notes
Medical Assistant
2/21/2020

DVM Intake Exam

Estimated age: 3-4yrs based on PE.
MC found? scanned negative. placed by LVT

History: Stray found tied outside

Subjective / Observed Behavior - lunging and hard barking at kennel front. Sedated for exam.

Evidence of Cruelty seen - none
Evidence of Trauma seen - none

Objective
BCS 5/9
EENT: Eyes clear, ears clean, no nasal or ocular discharge noted
Oral Exam: dc 1/5; pd 1/5; muzzled, did not perform full oral exam.
PLN: No enlargements noted
H/L: No murmur auscultated; CRT < 2. Lungs clear, eupnic
ABD: Non painful, no masses palpated
U/G: intact male. testicles smooth and symmetrical within scrotum
MSI: Ambulatory x 4, skin free of parasites, no masses noted, healthy hair coat
CNS: Mentation appropriate - no signs of neurologic abnormalities
Rectal: externally normal.

Assessment
dental disease

Prognosis:
excellent

Plan:
sedated with dexdomitor 0.7ml, butorphanol 1ml IM
reversed with antisedan 0.7ml IM

SURGERY:
Okay for surgery

2/25/2020

Reported to be coughing and vomiting today.

BAR, whale eyed, one pile of vomitus in kennel which looks like partially digested food
Clear OU, nndc
No coughing or sneezing noted

A:
-Vomiting x 1
-Possible coughing, none noted during cage exam today

P:
-Recheck tomorrow

2/26/2020

Hx: reported coughing on symptoms board

S:
BAR in kennel, standing at kennel door barking

O:
eyes clear, no ocular dc
mild mucoid nasal dc, hacking cough

A:
CIRDC likely

P:
move to iso
doxycycline 300mg 1 and 1/4 tablet PO SID x10d
enrofloxacin 204mg 1 and 2/3 tablet PO SID x10d
cerenia 60mg 1 tablet PO SID x4d

recheck 7d

Medical Assistant
2/25/2020

Unable to administer second dose of trazadone within 24 hours.

Details on my behavior are...
Behavior Condition: 4. Orange

Behavior History
Behavior Assessment
How is this dog around strangers?: The dog was very scare at the time of intake. Growling and lunging at the cage.Once the dog was out of the cage he was a little nervous. Did not growl or acted aggressively. He allowed his harness to be removed with out a problem.

Behavior Assessment
Date of intake:: 2/19/2020

Means of surrender (length of time in previous home):: Stray

Date of assessment:: 2/22/2020

Summary:: Leash Walking
Strength and pulling: None
Reactivity to humans: None
Reactivity to dogs: None
Leash walking comments: None

Sociability
Loose in room (15-20 seconds): Highly social
Call over: Approaches readily
Sociability comments: Body soft, pants, seeks treats from handler, stays by handlers, leans into petting

Handling
Soft handling: Accepts contact
Exuberant handling: Accepts contact
Handling comments: Body neutral, yawns, leans into petting, lays down

Arousal
Jog: Follows (loose)
Arousal comments: None

Knock: Approaches (loose)
Knock Comments: None

Toy: Grips, firm
Toy comments: Body tenses and freezes, whips head towards assess-a-hand

Summary:: 2/20/2020- A gate greet only is done due to being unable to collar. When Fortesque greets a female dog at the fence, He has a soft body and tail wag.

2/25/2020- When introduced off leash to a female dog, Fortesque (truncated)",NA,NA,NA,-0.94,Dogs in need! Please help!  Tag and share!,2020-03-04T00:00:00Z
KCWY News 13,kcwy13,164923746866069,BROADCASTING_MEDIA_PRODUCTION,US,"Have a news tip? Call (307) 472-NEWS

Visit us at www.wyomingnewsnow.tv 
",2010-10-27T16:42:03Z,29991,32915,2021-09-11T19:00:14Z,2021-09-11,19:00:14,Link,7,3,1,0,1,0,0,2,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/164923746866069/posts/6687730654585313,Driskill’s Civics Transparency Act is currently in draft form with the Legislative Service Office. Driskill said his bill gives “parents the tools to know what is being taught in their children’s classrooms and prevents the indoctrination found in the critical race theory curriculum that has been pushed by the far-left and has found its way into some classrooms.”,https://www.wyomingnewsnow.tv/2021/09/11/wyoming-senators-driskill-dockstader-join-superintendent-jillian-balow-lead-fight-against-critical-race-theory-wyoming/?utm_campaign=snd-autopilot,NA,NA,Wyoming Senators Driskill and Dockstader join Superintendent Jillian Balow to lead fight against Critical Race Theory in Wyoming,Driskill’s Civics Transparency Act is currently in draft form with the Legislative Service Office. Driskill said his bill gives “parents the tools to know what is being taught in their children’s classrooms and prevents the indoctrination found in the critical race theory curriculum that has b...,NA,NA,NA,-4.57,NA,2021-09-12T00:00:00Z
Mali Kibaru,gorguimalikibaru,107029364363515,PERSON,ML,Actualités Maliennes 24/24,2020-05-26T01:32:14Z,10230,10550,2020-12-24T11:13:44Z,2020-12-24,11:13:44,Photo,11,11,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/107029364363515/posts/210385050694612,"MANIFESTE DE LA COALITION POUR LE REDRESSEMENT DE LA TRANSITION Le 18 août 2020, des officiers supérieurs, de l’armée malienne, ont déclenché une mutinerie qui s’est soldée par un coup d’Etat contre le régime d’Ibrahim Boubacar Keïta. S’adressant à la nation le 19 août, le colonel-major, porte-parole de la junte, a déclaré sur l’ORTM « Le Mali sombre de jour en jour dans le chaos. L’anarchie et l’insécurité par la faute des hommes chargés de sa destinée…....le clientélisme politique, la gestion familiale des affaires de l’Etat ont fini par tuer toute opportunité de développement dans le peu qui reste encore de ce beau pays. La gabegie, le vol et l’arbitraire sont devenus des vertus… » Dans cette logique, la junte s’était engagée à assurer la sécurité des personnes, de leurs biens et de mettre tout en œuvre pour ramener la paix au centre, au nord du Mali en recouvrant l’intégrité territoriale et l’unité nationale de notre pays. A l’issue des concertations nationales, les forces vives ont adopté la charte de la transition, le 12 septembre 2020, fixant entre autres les prérogatives du Président et du Vice-président et des autres organes de la Transition. Cependant, nous constatons avec surprise que le Vice-président s’occupe plus des questions politiques que celles de défense et de sécurité à lui dédiées par la charte. Après sa mise en place, le gouvernement de transition peine toujours à faire face aux urgences sécuritaires, sociales et politiques, toute chose qui montre son incompétence et son amateurisme à conduire cette transition à une issue heureuse marquée par des élections générales crédibles et apaisées dans le délai convenu de 18 mois. Plus de deux mois après, le Président et le Gouvernement de la Transition du Mali ont servi aux Maliens une gouvernance qui se caractérise comme suit : - la militarisation des postes politiques et administratifs, triste réalité laissant transparaitre leur mépris des urgences du pays au grand dam des populations abandonnées à leur sort de plus en plus sombre aux plans sécuritaire, alimentaire et sanitaire ; - la violation de la Constitution du 25 février 1992 et de la charte de la transition dans la gestion des affaires de l’Etat pour le pilotage à vue est devenue patente à travers la mise en place du CNT de colmatage, de népotisme et de clientélisme ; - le manque de transparence dans la gestion des affaires publiques ; - le glissement inquiétant du Vice-président sur les prérogatives du Président de la Transition, met celui-ci dans un rôle de second plan et cela contrairement à l’esprit et à la lettre du choix souhaité par les maliens d’un civil pour présider la transition ; - l’incapacité des autorités de la Transition à apaiser le front social n’est plus un mystère pour les maliens, eu égard, à l’ébullition de plus en plus préoccupante de celui-ci par des grèves perlées de l’UNTM, du SNESup, du syndicat des collectivités, du syndicat des médecins etc…. ; - la gestion chaotique de la crise COVID 19 et de la situation sanitaire en général en méprisant les revendications légitimes des professionnels de santé ; - le regain de l’insécurité urbaine dans les campagnes, les villes et sur les routes est malheureusement une réalité quotidienne des populations qui en payent le prix fort ; - enfin, les autorités de la transition deviennent de plus en plus illégitimes par leur isolement par manque de consensus des forces sociopolitiques conséquentes du pays pour la gestion des affaires publiques urgentes. Pour toutes ces raisons, Nous, Coalition pour le Redressement de la Transition (CRT) « Anka Faso Tilén » DEMANDONS : - la dissolution du Conseil national de Transition en vue de la mise en place d’un autre CNT plus inclusif sur la base d’une clé de répartition conséquente car alliant représentativité et efficacité des membres devant le composer ; - au Vice-président de la Transition de se consacrer strictement aux questions de défense et de sécurité, rôle qui lui est dévolu par la charte de la transition ; - la démission de tous les militaires des postes politiques pour se consacrer au recouvrement de l’intégrité territoriale du pays ; - l’ouverture incessante d’un dialogue franc avec l’UNTM, le syndicat de la santé et tous les autres syndicats sous le leadership du Président de la Transition ; - la diligence des réformes politiques et institutionnelles indispensables à des élections générales crédibles et apaisées ; - au Président de la Transition de mettre à la disposition de la justice tous les rapports du vérificateur générale des dix dernières années ; - la diligence des autorités dans la délivrance de la carte NINA aux Maliens de l’intérieur et de la diaspora ; - à la communauté internationale de redoubler d’efforts aux côtés de nos FAMAs pour ramener la paix et recouvrir l’intégrité territoriale du Mali ; - au Président de la Transition, de faire sortir le calendrier de la transition sur la base de la Charte en vue de respecter le délai imparti de 18 mois. (truncated)",https://www.facebook.com/gorguimalikibaru/photos/a.107069704359481/210385010694616/?type=3,NA,"Χαλα CRT ""Anka Faso Tilén"" Coalition pour le Redressement de la Transition",NA,NA,NA,NA,NA,-5,NA,2020-12-24T00:00:00Z
NA,Fox32Chicago,47689998796,MOVIE_TELEVISION_STUDIO,US,"FOX 32 News is your source for news, weather, sports and more. Comments and photos may be featured on TV. Comments with explicit language will be hidden.",2009-01-29T23:13:17Z,1781071,2216779,2021-06-19T16:05:05Z,2021-06-19,16:05:05,Link,868,365,296,62,119,4,16,0,2,4,NA,-,0,0,0,N/A,https://www.facebook.com/47689998796/posts/10160272626983797,"""How do I have two medical degrees if I’m sitting here oppressed?"" Smith asked, adding that he worked his way through college without a mother and father in his home. He pushed back on teaching Black children that White people will prevent them from achieving success.",https://www.fox32chicago.com/news/illinois-father-goes-viral-for-speech-against-critical-race-theory-bunch-of-nonsense-and-virtue-signaling?utm_campaign=trueAnthem_manual&utm_medium=trueanthem&utm_source=facebook,NA,NA,Illinois father goes viral for speech against critical race theory: 'Bunch of nonsense' and virtue signaling,NA,NA,NA,NA,2.08,Fox 32 Chicago,2021-06-20T00:00:00Z
NA,NA,591578514285126,none,NA,NA,NA,1306,NA,2021-09-02T16:47:26Z,2021-09-02,16:47:26,Photo,0,0,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/591578514285126/permalink/4028553297254280,NA,https://www.facebook.com/NYCDogsLivesmatter/photos/a.3027268697332257/4591009944291450/?type=3,NA,NA,Dogs Lives Matter - Saving NYC Dogs,"#NYC Adorable little 10 yr young, tiny 9 lb scruffy cutie Zucchini waits for you at Manhattan ACC. For more information & to possibly adopt, inquire about him via adopt@nycacc.org. 

✔Pledge✔Tag✔Comment✔Share✔FOSTER✔ADOPT✔Save a life! Share this dog’s plight with approved rescue organizations, friends, family & social media contacts. Sharing saves lives. An animal shelter is not a “one size fits all” and each dog has his/her particular needs. Help find a safe and loving home for this pup. 

Zucchini 125181 | Sex M | Age 10 yrs. (approx.) | 9 lbs | Small Mixed Breed | Manhattan ACC | Intake Date: 8/30/2021

Found Location:
Cherry Street
NEW YORK, 10002 
Please, note that found pups (Strays) are usually put on a 3+ day hold by the shelter to give the owners a chance to find them before (& after a behavior evaluation), they are available.

**************************************

* WE HAVE NO OTHER INFORMATION THAN WHAT IS LISTED WITH THIS FLYER *

ENERGY LEVEL:
We have no history on Zucchini so we cannot be certain how his energy level may translate into a home. He displays a medium level of energy in the care center.

BEHAVIOR DETERMINATION: Level 1

BEHAVIOR ASSESSMENT:
Date of assessment: 31-Aug-2021
Leash Walking
Strength and pulling: None
Reactivity to humans: None
Reactivity to dogs: None
Leash walking comments: None

Sociability
Loose in room (15-20 seconds): Moderately social – checks in with handler
Call over: Approaches with coaxing
Sociability comments: None

Soft handling: Seeks contact – leans in
Exuberant handling: Seeks contact – leans in
Comments: Body soft

Arousal
Jog: Follows (soft)
Arousal comments: None

Knock: No response
Knock comments: None

Toy: No response
Toy comments: None

DVM Intake Exam
Estimated age: Approx 10 to 12 years old
Microchip noted on Intake? Scanned negative
History: Stray
Subjective: BAR
Observed Behavior - Wagging tail, easily removed from top kennel, soft body for exam.
Evidence of Cruelty seen - No
Evidence of Trauma seen - No
EENT: Eyes clear, ears clean, no nasal or ocular discharge noted
Oral Exam: Severe black, brown tartar, loose teeth
PLN: No enlargements noted
H/L: NR, NMA, CRT < 2, Lungs clear, eupneic
ABD: Non painful, no masses palpated
U/G: Male intact, 2 scrotal testicles
MSI: Ambulatory x 4, skin free of parasites, no masses noted, healthy hair coat
CNS: Mentation appropriate - no signs of neurologic abnormalities
Rectal: WNL externally
Assessment
Periodontal disease stage 4/4
Prognosis: Good
SURGERY:
Permanent waiver due to age

******* TO ADOPT *******
📌 For more information & to possibly adopt, inquire via adopt@nycacc.org. Don't forget to add your email address and phone number where they can reach you as well.

****** To FOSTER, you will need to apply with rescues | SEE below
📌 To foster or if you cannot get to NYC to adopt, apply with rescues, please:
https://www.nycacc.org/get-involved/new-hope/nhpartners

To foster, you have to be within prescribed range of NYC ACC approved New Hope rescues you are applying with, & to adopt you will have to be in the general NE US area; NY, NJ, CT, PA, DC, MD, DE, NH, RI, MA, VT & ME (some rescues will transport to VA) UNLESS you can get to the shelter IN PERSON.
To check on the CURRENT STATUS of a dog before applying, go to
https://nycacc.app/#/status-search enter the dog's ID # & click search.
**************************************
RE ACC site:
Just because a dog is not on the ACC site does NOT necessarily mean safe. There are many reasons for this like a hold or a behavior evaluation has not been conducted yet or the dog is rescue-only... the list goes on... Please, do share these pups as well until their threads are updated with their most current status. Thank you for caring! ♥
**************************************
This flyer was created with care by
Dogs Lives Matter - Saving NYC Dogs
NYCDogsLivesMatter@gmail.com
Dogs Lives Matter - Saving NYC Dogs
We are a group of volunteer advocates dedicated to creating awareness about NYC Kill Shelter dogs by posting & sharing our flyers with the goal that they may find loving new homes. We are not a shelter nor a rescue group.
**************************************
https://nycaccpets.shelterbuddy.com/animal/animalDetails.asp?s=found&searchTypeId=2&animalType=3%2C16&datelostfoundmonth=9&datelostfoundday=5&datelostfoundyear=2017&tpage=1&submitbtn=Find+Animals&pagesize=16&task=view&searchType=2&animalid=132168
++++
Bideawee  K9Kastle  Remember Me Rescue NY  Michele DeSanti  AMA Animal Rescue  No Paw Left Behind Animal Rescue  AmsterDog Rescue  PupStarz Rescue 
#atnyckillshelter #dogsofnyc #adoptme #adoptdontshop #adoptadog #rescue #foster #adopt #pledge #adoptable #nyc #nycacc #boroughbred",NA,NA,NA,-22,The Autumn of a Dog's Life,2021-09-03T00:00:00Z
NA,NA,1044637322288604,none,NA,NA,NA,1751266,NA,2021-07-25T07:38:45Z,2021-07-25,07:38:45,Status,178,106,2,58,11,1,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/1044637322288604/permalink/4247066888712282,৬৪টি সংক্ষিপ্ত শব্দের পূর্ণরুপ জানুন ১। Wi-Fi র পূর্ণরূপ — Wireless Fidelity. ২। HTTP এর পূর্ণরূপ — Hyper Text Transfer Protocol. ৩। HTTPS এর পূর্ণরূপ — Hyper Text Transfer Protocol Secure. ৪। URL এর পূর্ণরূপ — Uniform Resource Locator. ৫। IP এর পূর্ণরূপ— Internet Protocol ৬। VIRUS এর পূর্ণরূপ — Vital Information Resource Under Seized. ৭। SIM এর পূর্ণরূপ — Subscriber Identity Module. ৮। 3G এর পূর্ণরূপ — 3rd Generation. ৯। GSM এর পূর্ণরূপ — Global System for Mobile Communication. ১০। CDMA এর পূর্ণরূপ — Code Division Multiple Access. ১১। UMTS এর পূর্ণরূপ — Universal Mobile Telecommunication System. ১২। RTS এর পূর্ণরূপ — Real Time Streaming ১৩। AVI এর পূর্ণরূপ — Audio Video Interleave ১৪। SIS এর পূর্ণরূপ — Symbian OS Installer File ১৫। AMR এর পূর্ণরূপ — Adaptive Multi-Rate Codec ১৬। JAD এর পূর্ণরূপ — Java Application Descriptor ১৭। JAR এর পূর্ণরূপ — Java Archive ১৮। MP3 এর পূর্ণরূপ — MPEG player lll ১৯। 3GPP এর পূর্ণরূপ — 3rd Generation Partnership Project ২০। 3GP এর পূর্ণরূপ — 3rd Generation Project ২১। MP4 এর পূর্ণরূপ — MPEG-4 video file ২২। AAC এর পূর্ণরূপ — Advanced Audio Coding ২৩। GIF এর পূর্ণরূপ — Graphic Interchangeable Format ২৪। BMP এর পূর্ণরূপ — Bitmap ২৫। JPEG এর পূর্ণরূপ — Joint Photographic Expert Group ২৬। SWF এর পূর্ণরূপ — Shock Wave Flash ২৭। WMV এর পূর্ণরূপ — Windows Media Video ২৮। WMA এর পূর্ণরূপ — Windows Media Audio ২৯। WAV এর পূর্ণরূপ — Waveform Audio ৩০। PNG এর পূর্ণরূপ — Portable Network Graphics ৩১। DOC এর পূর্ণরূপ — Document (Microsoft Corporation) ৩২। PDF এর পূর্ণরূপ — Portable Document Format ৩৩। M3G এর পূর্ণরূপ — Mobile 3D Graphics ৩৪। M4A এর পূর্ণরূপ — MPEG-4 Audio File ৩৫। NTH এর পূর্ণরূপ — Nokia Theme(series 40) ৩৬। THM এর পূর্ণরূপ — Themes (Sony Ericsson) ৩৭। MMF এর পূর্ণরূপ — Synthetic Music Mobile Application File ৩৮। NRT এর পূর্ণরূপ — Nokia Ringtone ৩৯। XMF এর পূর্ণরূপ — Extensible Music File ৪০। WBMP এর পূর্ণরূপ — Wireless Bitmap Image ৪১। DVX এর পূর্ণরূপ — DivX Video ৪২। HTML এর পূর্ণরূপ — Hyper Text Markup Language ৪৩। WML এর পূর্ণরূপ — Wireless Markup Language ৪৪। CD এর পূর্ণরূপ — Compact Disk. ৪৫। DVD এর পূর্ণরূপ — Digital Versatile Disk. ৪৬। CRT — Cathode Ray Tube. ৪৭। DAT এর পূর্ণরূপ — Digital Audio Tape. ৪৮। DOS এর পূর্ণরূপ — Disk Operating System. ৪৯। GUI এর পূর্ণরূপ — Graphical User Interface. ৫০। ISP এর পূর্ণরূপ — Internet Service Provider. ৫১। TCP এর পূর্ণরূপ — Transmission Control Protocol. ৫২। UPS এর পূর্ণরূপ — Uninterruptible Power Supply. ৫৩। HSDPA এর পূর্ণরূপ — High Speed Downink Packet Access. ৫৪। EDGE এর পূর্ণরূপ — Enhanced Data Rate for GSM [Global System for Mobile Communication] ৫৫। VHF এর পূর্ণরূপ — Very High Frequency. ৫৬। UHF এর পূর্ণরূপ — Ultra High Frequency. ৫৭। GPRS এর পূর্ণরূপ — General Packet Radio Service. ৫৮। WAP এর পূর্ণরূপ — Wireless Application Protocol. ৫৯। ARPANET এর পূর্ণরূপ — Advanced Research Project Agency Network. ৬০। IBM এর পূর্ণরূপ — International Business Machines. ৬১। HP এর পূর্ণরূপ — Hewlett Packard. ৬২। AM/FM এর পূর্ণরূপ — Amplitude/ Frequency Modulation. ৬৩। WLAN এর পূর্ণরূপ — Wireless Local Area Network ৬৪। USB এর পূর্ণরূপ — Universal Serial Bus.,NA,NA,NA,NA,NA,NA,NA,NA,1.28,10 Minute School LIVE,2021-07-25T00:00:00Z
NA,NA,1694726880673127,none,NA,NA,NA,20238,NA,2021-04-18T08:20:17Z,2021-04-18,08:20:17,Live Video Complete,0,0,0,0,0,0,0,0,0,0,share,No,0,0,0,01:02:22,https://www.facebook.com/groups/1694726880673127/permalink/2389568697855605,NA,https://www.facebook.com/thuha.ho.98/videos/1935351063270655/,NA,NA,Thu Hà,"xả hàng về nước 
áo điệu
váy
body
baggy
jean ôm
crt",NA,NA,NA,-12,NGUYỄN THƠM VIỆT NHẬT,2021-04-18T00:00:00Z
NA,NA,1716114228418260,none,NA,NA,NA,27035,NA,2020-08-29T00:12:31Z,2020-08-29,00:12:31,Photo,4,0,4,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/1716114228418260/permalink/3825670937462568,"Bộ đũi crt phối màu siêu hot Vải đũi xước quảng châu mềm đẹp, lên form chuẩn nét, dây rút eo điều chỉnh, túi trước y mẫu, cạp quần chun chữ ôm tôn dáng nhé , quần bo gấu cá tính, hàng may kĩ 4 màu y hình, form 60kg 140k",https://www.facebook.com/photo.php?fbid=364509238277031&set=gm.3825670937462568&type=3,NA,NA,Photos from Bích Yanghoo's post,NA,NA,NA,NA,-0.43,Xe Tiện Chuyến Thái Bình<->Hà Nội-Nội Bài,2020-08-29T00:00:00Z
Maryland Business Daily,MDBusinessDaily,1711822458927191,MEDIA_NEWS_COMPANY,NA,"Our mission is to be a key source for information on the state’s business climate, transactions and growth.

We actively encourage news leads and tips on all business matters statewide.",2018-06-28T15:15:13Z,46,47,2021-10-02T21:19:05Z,2021-10-02,21:19:05,Link,0,0,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/1711822458927191/posts/4317989488310462,NA,http://dlvr.it/S8pdrJ,https://mdbusinessdaily.com/stories/608658234-number-of-teachers-pledging-to-teach-critical-race-theory-in-ellicott-city-stagnates-at-six?utm_source=dlvr.it&utm_medium=facebook,NA,Number of teachers pledging to teach Critical Race Theory in Ellicott City stagnates at six,"There were no new teachers in Ellicott City who signed the pledge on Oct. 1, according to an online pledge from the Zinn Education Project.",NA,NA,NA,-2,NA,2021-10-03T00:00:00Z
NA,NA,1938508789598892,none,NA,NA,NA,7557,NA,2021-04-21T07:56:22Z,2021-04-21,07:56:22,Live Video Complete,0,0,0,0,0,0,0,0,0,0,share,No,0,0,0,01:21:03,https://www.facebook.com/groups/1938508789598892/permalink/3794193470697072,NA,https://www.facebook.com/thuha.ho.98/videos/1937567949715633/,NA,NA,Thu Hà,"xả hnagf dọn kho
baggy 
jean ôm
áo crt
áo bánh bèo",NA,NA,NA,-10,Chợ Đồ Cũ Nhật Bản ( 中古品 日本市場),2021-04-21T00:00:00Z
NA,NA,226433594114734,none,NA,NA,NA,5613,NA,2020-06-02T19:57:36Z,2020-06-02,19:57:36,Photo,0,0,0,0,0,0,0,0,0,0,NA,-,0,0,0,N/A,https://www.facebook.com/groups/226433594114734/permalink/2986931121398287,Stormy has the best rating a dog can get.,https://www.facebook.com/mldsavingnycdogs/photos/a.1293153817537552/1291722617680672/?type=3,NA,NA,Must Love Dogs - Saving NYC Dogs,"UPDATE STORMY IS SAFE OUT THE BUILDING 5/30/20 

To know her is to love her! Only sunny skies with this sweet doll Stormy! She earned the prized level 1 behavior rating and is only too happy to demonstrate why. Stormy does everything with finesse and sincerity. Her honest to goodness heart cannot be beat. Both shelter staff and her prior owner agree upon her excellence. She does nicely with children, dogs and cats. She is well behaved when left alone, seeks attention and affection, soft bodied, shares all resources, allows all handling, and obedient. She lacks nothing except a loving home. She also happens to be easy on the eyes, though she is too pleasantly plump at the moment. If you are interested in this angel, please message our page. 

Super Sweet Level 1 Stormy needs follow-up care for possible hypothyroidism!

STORMY@BROOKLYN ACC
Stormy ID#94455, 8 years old, 80 lbs
Came into shelter as Owner Surrender 
MEDICAL BEHAVIOR EVALUATION:
BEHAVIOR RATING: Level 1

Medical:
Obese, Thinning of Fur / Tail (suspect hypothyroidism); a little nervous but did well for shaving and has started leaning into pets!

DVM Intake
Vet Notes: 10:10 AM
Estimated age: 8yrs
Microchip noted on Intake? No

History: OS

Subjective: BARH, no c/s/v/d. No elimination concerns.

Observed Behavior - Very sweet and affectionate, loose body, tail wagging. Seeking attention and allowed all handling.

Evidence of Cruelty seen - No
Evidence of Trauma seen -No

Objective
P = WNL
R = WNL
BCS = 7-8/9

EENT: No ocular/nasal discharge, OU degenerative lens changes. Ears clear of debris/cerumen.
Oral Exam: adult dentition, scant tartar, no oral lesions. MM pink, moist, CRT <2s.
PLN: No enlargements noted
H/L: No murmurs or arrhythmias ausculted. Lungs clear, eupnic, no crackles or wheezes.
ABD: Soft, non-painful, no masses palpated
U/G: FS (spay tattoo noted), no MGT, no discharge
MSI: Ambulatory x 4, skin free of parasites, no masses noted, dry/greasy/dull coat, generalized thinning of coat with a rat tail appreciated and mild truncal alopecia
CNS: Mentation appropriate - no signs of neurologic abnormalities
Rectal: Not performed, externally normal

Assessment:
Obese
Thinning of fur/rat tail r/o underlying endocrinopathy (hypothyroidism) vs underlying allergies vs other

Prognosis:
Fair-Good

Plan:
CTM while at BACC
Seek rescue placement
Recommend further hypothyroid work-up (FT4 byED and TSH)and weight loss with placement

CBC:
RBC 4.59 (N 5.65 - 8.87 M/µL)
Hematocrit 30.0 (N 37.3 - 61.7 %)

Chem:
WNL

TT4:
TT4 0.9 (N 1.0 - 4.0 µg/dL)

Interpretation:
CBC-> Mild nonregenerative anemia
Chem-> WNL
TT4-> Low

Surgery: Already spayed

VET  
Profile: This behavior note was written by the previous owner of this pet. Animal Care Centers of NYC provides this as a guide for optimal pet placement.
Please use these notes in conjunction with the information provided by NYCACC.
 
Animal ID: 94455
Animal Name: Stormy
Breed: Large Mixed Breed
This animal came from: Found Stray
Origin Address 
Spay/Neuter Status: Spayed

Basic Information: Stormy is an 8 year old altered female large mixed breed who was surrendered into BACC due grandson having allergies as well as moving and no pets are allowed. There are no known injuries. However, she appears to have dermatitis.

Previously lived with: 2 adults 1 child

How is this dog around strangers? Client stated that Stormy is shy for a few minutes around strangers.

How is this dog around children? Client stated that Stormy is relaxed, affectionate and usually tolerant around her grandson.

How is this dog around other dogs? Client stated that Stormy is relaxed, playful, and respectful around the other family dogs.

How is this dog around cats? Client stated that Stormy is relaxed and respectful around cats.

Resource guarding: none

Bite history: none

Housetrained: Yes

Energy level/descriptors: medium

Other Notes: Client stated that Stormy has overall good behavior and is not bothered during storms or fireworks. Client stated that Stormy is not bothered when touching her bowl or food while eating, taking a teat or away, or being taken off the furniture. Client stated that Stormy is friendly when being held or restrained, disturbed while resting or sleeping, being bathe, or being brushed. Client stated that Stormy is not bothered when having her nails trimmed. Client stated when someone unfamiliar approaches the family or house, Stormy is afraid.

Has this dog ever had any medical issues? Yes

Medical Notes: Client stated that Stormy was last seen by the ASPCA on May 17. 2020 due to dermatitis.

For a New Family to Know: Client describes Stormy as friendly, affectionate, playful, and shy with a medium activity level. Client stated her favorite trait of Stormy is that Stormy is playful. Client stated that Stormy's favorite activity is playing with her rope. Client stated that when she is home, Stormy is in the same room as she is or will follow her around. Client stated that Stormy loves to play (truncated)",NA,NA,NA,-20,Rescue   Pits Lifeline,2020-06-03T00:00:00Z
